Employee Number,Employee Name,Date of Birth,Sex,Citizenship,Race,State,Zip,Marital Status,Department,Manager Name,Position,Performance Rank,Performance Score,Pay Rate,Employee Source,Employment Status,Date of Hire,Date of Termination,Reason for Termination
1311062610,"Kretschmer, John",2/2/80,Male,US Citizen,Asian,MA,1801,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,21,Pay Per Click - Google,Active,1/10/15,,N/A
1304055987,"Langton, Enrico",12/9/86,Male,US Citizen,White,MA,2048,Married,Production,David Stanley,Production Technician I,3,Fully Meets,17,Newspager/Magazine,Active,7/9/16,,N/A
1408069409,"Leach, Dallas",1/17/79,Female,US Citizen,Asian,MA,1810,Single,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,19,Monster.com,Voluntarily Terminated,9/26/15,8/19/17,Return to School
1107027575,"LeBel, Jonathan  R",10/18/81,Male,US Citizen,White,MA,2050,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,15,Social Networks - Facebook Twitter etc,Terminated for Cause,2/21/15,8/4/15,Attitude
1206042315,"Linares, Marilyn",3/26/81,Female,US Citizen,White,MA,1886,Married,Production,Michael Albert,Production Technician I,0,N/A,15.25,Internet Search,Voluntarily Terminated,7/5/15,9/26/15,Unhappy
1101023353,"Lydon, Allison",10/22/75,Female,US Citizen,African American,MA,2122,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,20,Website Banner Ads,Leave of Absence,2/16/19,,N/A
1001138521,"Lynch, Lindsay",2/14/73,Female,US Citizen,Hispanic,MA,1844,Single,Production,Webster Butler,Production Technician I,4,Exceeds,19,Diversity Job Fair,Voluntarily Terminated,11/7/15,11/14/19,Another Position / Career Change
1201031032,"MacLennan, Samuel",11/9/72,Male,US Citizen,White,MA,1938,Widowed,Production,Amy Dunn,Production Technician I,0,N/A,15,Pay Per Click,Voluntarily Terminated,9/24/16,9/26/16,Working Hours
1209049259,"Mahoney, Lauren",7/7/86,Female,US Citizen,White,MA,2189,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,17,Newspager/Magazine,Active,1/6/18,,N/A
1308060754,"Mangal, Debbie",11/7/74,Female,US Citizen,White,MA,2451,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,23,On-campus Recruiting,Active,11/11/17,,N/A
1401064327,"Maurice, Shana",11/22/77,Female,US Citizen,White,MA,2330,Married,Production,David Stanley,Production Technician I,3,Fully Meets,20,Other,Active,5/31/15,,N/A
909015167,"Mckenna, Sandy",1/7/87,Female,US Citizen,African American,MA,2184,Married,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,24,Monster.com,Active,1/7/17,,N/A
1409070245,"Meads, Elizabeth",5/30/68,Female,US Citizen,African American,MA,1760,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,14,Diversity Job Fair,Voluntarily Terminated,4/2/16,11/11/19,Another Position / Career Change
1109029256,"Medeiros, Jennifer",9/22/76,Female,US Citizen,White,MA,2346,Single,Production,Michael Albert,Production Technician I,0,N/A,20,Monster.com,Active,3/30/19,,N/A
1102024121,"Motlagh,  Dawn",7/7/84,Female,US Citizen,White,MA,2453,Divorced,Production,Elijiah Gray,Production Technician I,3,Fully Meets,15,MBTA ads,Active,4/1/17,,N/A
1204033041,"Ndzi, Colombui",5/2/89,Male,US Citizen,African American,MA,2110,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,18,Diversity Job Fair,Voluntarily Terminated,9/26/15,4/4/18,Return to School
1204927150,"Ndzi, Horia",3/28/83,Male,US Citizen,White,MA,2421,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,22,Employee Referral,Voluntarily Terminated,4/1/17,5/25/20,More Money
1302053044,"Newman, Richard",4/8/77,Male,US Citizen,White,MA,2136,Married,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,21,On-campus Recruiting,Leave of Absence,5/12/18,,N/A
1403066020,"Ngodup, Shari",6/3/67,Female,US Citizen,Asian,MA,1810,Separated,Production,Brannon Miller,Production Technician I,4,Exceeds,15,Diversity Job Fair,Active,4/1/17,,N/A
1203032357,"Nguyen, Lei-Ming",7/7/84,Female,US Citizen,White,MA,2132,Single,Production,David Stanley,Production Technician I,3,Fully Meets,19,Vendor Referral,Active,7/8/17,,N/A
1206044851,"O'hare, Lynn",9/30/80,Female,US Citizen,Hispanic,MA,2152,Single,Production,Kissy Sullivan,Production Technician I,1,Performance Improvement Plan,18.5,Professional Society,Terminated for Cause,3/31/18,5/1/20,Performance
1404066949,"Osturnka, Adeel",12/11/76,Male,US Citizen,White,MA,2478,Married,Production,Kelley Spirea,Production Technician I,4,Exceeds,16,On-campus Recruiting,Active,9/30/17,,N/A
1103024335,"Owad, Clinton",11/24/79,Male,US Citizen,African American,MA,1760,Single,Production,Michael Albert,Production Technician I,2,Needs Improvement,22,MBTA ads,Active,2/17/18,,N/A
1109029531,"Panjwani, Nina",5/1/79,Female,US Citizen,White,MA,2351,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,18,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2/7/15,1/12/18,Another Position / Career Change
1307060058,"Pelech, Emil",3/17/88,Male,US Citizen,African American,MA,2458,Single,Production,Webster Butler,Production Technician I,2,Needs Improvement,24,Search Engine - Google Bing Yahoo,Voluntarily Terminated,1/10/15,12/28/16,Another Position / Career Change
1109029186,"Perry, Shakira",7/20/86,Female,US Citizen,White,MA,2176,Single,Production,Amy Dunn,Production Technician I,3,Fully Meets,22,MBTA ads,Voluntarily Terminated,5/16/15,10/25/19,Medical Issues
1307059944,"Peterson, Kayla",9/23/73,Female,US Citizen,White,MA,1749,Married,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,17,Search Engine - Google Bing Yahoo,Active,4/26/14,,N/A
1305057440,"Pham, Hong",3/6/88,Male,US Citizen,White,MA,2451,Married,Production,Brannon Miller,Production Technician I,3,Fully Meets,18,Search Engine - Google Bing Yahoo,Voluntarily Terminated,7/5/15,11/30/16,More Money
1001735072,"Pitt, Brad",11/23/81,Male,US Citizen,African American,MA,2451,Single,Production,David Stanley,Production Technician I,3,Fully Meets,17,Search Engine - Google Bing Yahoo,Active,11/5/11,,N/A
1102024274,"Power, Morissa",10/15/84,Female,Eligible NonCitizen,Asian,MA,1742,Divorced,Production,Kissy Sullivan,Production Technician I,0,N/A,19,Social Networks - Facebook Twitter etc,Voluntarily Terminated,5/16/15,6/4/15,Another Position / Career Change
1401064562,"Punjabhi, Louis",6/19/61,Male,US Citizen,White,MA,2109,Single,Production,Kelley Spirea,Production Technician I,3,Fully Meets,16,Employee Referral,Active,1/6/18,,N/A
1011022926,"Purinton, Janine",9/22/70,Female,US Citizen,White,MA,2474,Divorced,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,16,Billboard,Voluntarily Terminated,9/24/16,6/18/17,Unhappy
1208048229,"Rarrick, Quinn",12/31/84,Male,US Citizen,White,MA,2478,Divorced,Production,Michael Albert,Production Technician I,3,Fully Meets,21,Pay Per Click - Google,Voluntarily Terminated,9/26/15,4/7/16,More Money
1211050793,"Rhoads, Thomas",7/22/82,Male,US Citizen,White,MA,2176,Divorced,Production,Elijiah Gray,Production Technician I,3,Fully Meets,20,Professional Society,Voluntarily Terminated,5/16/15,1/15/20,Retire
1405067642,"Rivera, Haley",1/12/73,Female,US Citizen,Asian,MA,2171,Married,Production,Webster Butler,Production Technician I,4,Exceeds,22,Search Engine - Google Bing Yahoo,Active,11/28/15,,N/A
1206038000,"Robinson, Alain",1/7/74,Male,US Citizen,African American,MA,1420,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,24,Glassdoor,Voluntarily Terminated,1/10/15,1/26/20,Attitude
1403065625,"Robinson, Cherly",1/7/85,Female,US Citizen,White,MA,1460,Married,Production,Ketsia Liebig,Production Technician I,2,Needs Improvement,16,Glassdoor,Terminated for Cause,1/10/15,5/17/20,Attitude
1011022887,"Robinson, Elias",1/28/85,Male,US Citizen,White,MA,1730,Widowed,Production,Brannon Miller,Production Technician I,5,Exceptional,17,Employee Referral,Active,7/8/17,,N/A
710007555,"Rose, Ashley",12/5/74,Female,US Citizen,White,MA,1886,Separated,Production,David Stanley,Production Technician I,3,Fully Meets,17,Website Banner Ads,Active,1/6/18,,N/A
1405067492,"Rossetti, Bruno",3/18/87,Male,US Citizen,White,MA,2155,Single,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,18,Search Engine - Google Bing Yahoo,Voluntarily Terminated,4/4/15,8/13/16,Another Position / Career Change
1410070998,"Saar-Beckles, Melinda",6/6/68,Female,US Citizen,African American,MA,1801,Single,Production,Kelley Spirea,Production Technician I,0,N/A,20,Diversity Job Fair,Active,7/4/20,,N/A
1308060535,"Sadki, Nore",12/21/74,Male,US Citizen,White,MA,2148,Single,Production,Michael Albert,Production Technician I,3,Fully Meets,21,Word of Mouth,Voluntarily Terminated,1/5/13,7/30/14,Relocation out of Area
1302053362,"Sander, Kamrin",7/10/88,Female,US Citizen,African American,MA,2154,Married,Production,Elijiah Gray,Production Technician I,3,Fully Meets,21,On-campus Recruiting,Active,9/29/18,,N/A
807010161,"Sewkumar, Nori",3/10/75,Female,US Citizen,Asian,MA,2191,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,15.2,Search Engine - Google Bing Yahoo,Leave of Absence,9/30/17,,N/A
1205033102,"Shields, Seffi",8/24/85,Female,US Citizen,White,MA,2149,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,15,Newspager/Magazine,Active,8/19/17,,N/A
1501071909,"Smith, Sade",2/2/65,Female,US Citizen,White,MA,2130,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,24.5,Employee Referral,Active,11/11/17,,N/A
1410071137,"Sparks, Taylor",7/20/68,Female,US Citizen,White,MA,2093,Married,Production,Brannon Miller,Production Technician I,1,Performance Improvement Plan,16,Billboard,Active,2/20/16,,N/A
1405067138,"Squatrito, Kristen",3/26/73,Female,US Citizen,White,MA,2359,Divorced,Production,David Stanley,Production Technician I,4,Exceeds,21,MBTA ads,Voluntarily Terminated,5/13/17,6/29/19,Unhappy
1111030244,"Stanford,Barbara  M",8/25/82,Female,US Citizen,Hispanic,MA,2050,Divorced,Production,Kissy Sullivan,Production Technician I,3,Fully Meets,14,Word of Mouth,Active,1/10/15,,N/A
1106026896,"Stoica, Rick",3/14/85,Male,US Citizen,Asian,MA,2301,Married,Production,Kelley Spirea,Production Technician I,3,Fully Meets,22,On-campus Recruiting,Active,2/17/18,,N/A
1201031310,"Sullivan, Timothy",10/7/82,Male,US Citizen,White,MA,2747,Married,Production,Michael Albert,Production Technician I,3,Fully Meets,19,Word of Mouth,Active,1/5/19,,N/A
1407069061,"Sutwell, Barbara",8/15/68,Female,Eligible NonCitizen,Asian,MA,2718,Single,Production,Elijiah Gray,Production Technician I,3,Fully Meets,14,Glassdoor,Active,5/14/16,,N/A
1405067501,"Tavares, Desiree",4/3/75,Female,Non-Citizen,Hispanic,MA,1801,Married,Production,Webster Butler,Production Technician I,3,Fully Meets,15,Diversity Job Fair,Voluntarily Terminated,4/27/13,4/1/17,Another Position / Career Change
1404066739,"Theamstern, Sophia",5/9/65,Female,US Citizen,White,MA,2066,Single,Production,Amy Dunn,Production Technician I,0,N/A,20,Billboard,Voluntarily Terminated,7/5/15,9/5/15,Return to School
1103024504,"Tinto, Theresa",7/30/83,Female,US Citizen,White,MA,1876,Divorced,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,20,Social Networks - Facebook Twitter etc,Voluntarily Terminated,1/10/15,5/14/15,Another Position / Career Change
1409070255,"Tippett, Jeanette",6/5/67,Female,US Citizen,African American,MA,2093,Divorced,Production,Brannon Miller,Production Technician I,3,Fully Meets,24,Billboard,Active,2/18/17,,N/A
1012023152,"Trang, Mei",5/16/83,Female,US Citizen,White,MA,2021,Single,Production,David Stanley,Production Technician I,0,N/A,22,Professional Society,Active,2/17/18,,N/A
1203032235,"Veera, Abdellah",1/31/87,Male,US Citizen,White,MA,2171,Divorced,Production,Kissy Sullivan,Production Technician I,4,Exceeds,19,Information Session,Voluntarily Terminated,8/13/16,2/5/20,No Return after Maternity Leave
1011022814,"Volk, Colleen",6/3/86,Female,US Citizen,White,MA,2747,Married,Production,Kelley Spirea,Production Technician I,4,Exceeds,21,Social Networks - Facebook Twitter etc,Terminated for Cause,9/26/15,2/8/20,Gross Misconduct
1106026474,"Von Massenbach, Anna",4/6/85,Female,US Citizen,White,MA,2124,Single,Production,Michael Albert,Production Technician I,0,N/A,20,Newspager/Magazine,Active,7/5/19,,N/A
1101023619,"Wallace, Theresa",8/2/80,Female,US Citizen,White,MA,1887,Single,Production,Elijiah Gray,Production Technician I,2,Needs Improvement,15,Monster.com,Voluntarily Terminated,8/13/16,9/1/19,Another Position / Career Change
1307060212,"Whittier, Scott",5/24/87,Male,US Citizen,White,MA,2030,Single,Production,Webster Butler,Production Technician I,3,Fully Meets,23,Newspager/Magazine,Voluntarily Terminated,1/10/15,5/15/15,Working Hours
1101023839,"Wilber, Barry",9/9/65,Male,Eligible NonCitizen,White,MA,2324,Married,Production,Amy Dunn,Production Technician I,3,Fully Meets,21,Website Banner Ads,Voluntarily Terminated,5/16/15,9/7/19,Unhappy
1308060671,"Williams, Jacquelyn",10/2/69,Female,US Citizen,Hispanic,MA,2109,Single,Production,Ketsia Liebig,Production Technician I,3,Fully Meets,16,Diversity Job Fair,Voluntarily Terminated,1/9/16,6/27/19,Relocation out of Area
1001268402,"Ybarra, Catherine",5/4/82,Female,US Citizen,Asian,MA,2458,Single,Production,Brannon Miller,Production Technician I,1,Performance Improvement Plan,22,Search Engine - Google Bing Yahoo,Voluntarily Terminated,9/2/12,9/29/19,Another Position / Career Change
1211051232,"Zima, Colleen",8/17/78,Female,US Citizen,Asian,MA,1730,Widowed,Production,David Stanley,Production Technician I,3,Fully Meets,15,On-campus Recruiting,Active,9/29/18,,N/A
1005019209,"Akinkuolie, Sarah",9/19/88,Female,US Citizen,White,MA,1810,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,29,Newspager/Magazine,Voluntarily Terminated,7/5/15,9/24/16,Working Hours
1303054329,"Beak, Kimberly",4/17/66,Female,US Citizen,White,MA,2145,Married,Production,Kelley Spirea,Production Technician II,4,Exceeds,27,Employee Referral,Active,7/21/20,,N/A
1403066125,"Blount, Dianna",9/21/90,Female,US Citizen,White,MA,2171,Single,Production,Michael Albert,Production Technician II,2,Needs Improvement,27,Monster.com,Active,4/4/15,,N/A
1008021030,"Bondwell, Betsy",1/16/67,Female,US Citizen,White,MA,2210,Single,Production,Elijiah Gray,Production Technician II,3,Fully Meets,26,Search Engine - Google Bing Yahoo,Voluntarily Terminated,1/10/15,4/4/18,Another Position / Career Change
1101023457,"Buccheri, Joseph",7/28/83,Male,US Citizen,White,MA,1013,Single,Production,Webster Butler,Production Technician II,3,Fully Meets,22,Word of Mouth,Active,9/29/18,,N/A
1011022820,"Burke, Joelle",3/2/80,Female,US Citizen,African American,MA,2148,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,25,Employee Referral,Active,3/5/16,,N/A
1301052449,"Burkett, Benjamin",8/19/77,Male,US Citizen,White,MA,1890,Married,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,26,Careerbuilder,Active,4/4/15,,N/A
1012023226,"Cloninger, Jennifer",8/31/81,Female,US Citizen,White,MA,1752,Married,Production,Brannon Miller,Production Technician II,3,Fully Meets,25,Word of Mouth,Voluntarily Terminated,5/16/15,1/7/17,Unhappy
1209048697,"Close, Phil",11/25/78,Male,US Citizen,White,MA,2169,Married,Production,David Stanley,Production Technician II,3,Fully Meets,26,Other,Voluntarily Terminated,8/30/14,9/26/15,Another Position / Career Change
1201031274,"Davis, Daniel",9/14/79,Male,Eligible NonCitizen,Hispanic,MA,2458,Single,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,25,Newspager/Magazine,Active,11/7/15,,N/A
1104025179,"Demita, Carla",2/25/51,Female,US Citizen,African American,MA,2343,Separated,Production,Kelley Spirea,Production Technician II,3,Fully Meets,29,Search Engine - Google Bing Yahoo,Voluntarily Terminated,4/4/15,11/4/19,More Money
1105025661,"Erilus, Angela",8/25/89,Female,US Citizen,White,MA,2133,Separated,Production,Michael Albert,Production Technician II,1,Performance Improvement Plan,24,Pay Per Click - Google,Active,7/7/18,,N/A
1108028428,"Faller, Megan",9/22/78,Female,US Citizen,African American,MA,1824,Married,Production,Elijiah Gray,Production Technician II,3,Fully Meets,27,Professional Society,Active,7/7/18,,N/A
1402065085,"Fancett, Nicole",9/27/87,Female,US Citizen,African American,MA,2324,Single,Production,Webster Butler,Production Technician II,3,Fully Meets,24,Newspager/Magazine,Active,2/17/18,,N/A
1109029103,"Fitzpatrick, Michael  J",10/1/81,Male,US Citizen,White,MA,2143,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,29,Social Networks - Facebook Twitter etc,Voluntarily Terminated,5/16/15,6/24/17,Working Hours
1012023204,"Foreman, Tanya",11/8/83,Female,US Citizen,White,MA,2170,Married,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,24,Word of Mouth,Voluntarily Terminated,4/4/15,1/9/16,Another Position / Career Change
1411071324,"Gonzalez, Juan",10/12/64,Male,US Citizen,African American,MA,2128,Married,Production,Brannon Miller,Production Technician II,1,Performance Improvement Plan,29,Diversity Job Fair,Voluntarily Terminated,4/26/14,5/30/15,Another Position / Career Change
1001549006,"Good, Susan",5/25/86,Female,US Citizen,White,MA,1886,Married,Production,David Stanley,Production Technician II,3,Fully Meets,24.25,Professional Society,Leave of Absence,5/12/18,,N/A
1108028351,"Gosciminski, Phylicia",12/8/83,Female,US Citizen,Hispanic,MA,1824,Separated,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,27,Word of Mouth,Leave of Absence,9/30/17,,N/A
1307059937,"Hankard, Earnest",8/10/88,Male,US Citizen,White,MA,2155,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,24,Newspager/Magazine,Active,11/11/17,,N/A
1011022932,"Hendrickson, Trina",8/27/72,Female,US Citizen,White,MA,2021,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,24,Monster.com,Voluntarily Terminated,1/10/15,2/18/17,Working Hours
1207046956,"Homberger, Adrienne  J",2/16/84,Female,Non-Citizen,White,MA,2445,Married,Production,Michael Albert,Production Technician II,3,Fully Meets,28,Glassdoor,Voluntarily Terminated,8/15/15,4/7/16,Relocation out of Area
1106026433,"Hunts, Julissa",3/11/84,Female,US Citizen,White,MA,2021,Single,Production,Elijiah Gray,Production Technician II,0,N/A,25,Vendor Referral,Active,6/6/20,,N/A
1103024924,"Hutter, Rosalie",5/7/92,Female,US Citizen,White,MA,2351,Separated,Production,Webster Butler,Production Technician II,0,N/A,28,Other,Active,6/5/19,,N/A
1306058509,"Huynh, Ming",9/22/76,Female,US Citizen,White,MA,1742,Divorced,Production,Amy Dunn,Production Technician II,3,Fully Meets,23,Search Engine - Google Bing Yahoo,Voluntarily Terminated,2/21/15,4/1/17,Unhappy
1008020942,"Jeannite, Tayana",11/6/86,Female,US Citizen,Hispanic,MA,1821,Divorced,Production,Ketsia Liebig,Production Technician II,4,Exceeds,22.5,MBTA ads,Active,7/5/15,,N/A
1306057810,"Johnston, Yen",9/8/69,Female,US Citizen,White,MA,2128,Single,Production,Brannon Miller,Production Technician II,5,Exceptional,25,Professional Society,Active,7/7/18,,N/A
1010022030,"Langford, Lindsey",7/25/79,Female,US Citizen,Asian,MA,2090,Divorced,Production,David Stanley,Production Technician II,3,Fully Meets,22,Glassdoor,Voluntarily Terminated,1/7/17,3/31/18,Another Position / Career Change
1104025486,"Latif, Mohammed",5/9/84,Male,US Citizen,White,MA,2126,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,28,Word of Mouth,Voluntarily Terminated,4/2/16,4/15/17,More Money
1405067565,"Linden, Mathew",3/19/79,Male,US Citizen,White,MA,1770,Married,Production,Kelley Spirea,Production Technician II,3,Fully Meets,22,Information Session,Leave of Absence,7/8/17,,N/A
1305056276,"Lundy, Susan",12/26/76,Female,US Citizen,White,MA,2122,Widowed,Production,Michael Albert,Production Technician II,0,N/A,24,On-campus Recruiting,Voluntarily Terminated,7/8/17,9/15/17,More Money
1001504432,"Lunquist, Lisa",3/28/82,Female,US Citizen,African American,MA,2324,Single,Production,Elijiah Gray,Production Technician II,4,Exceeds,26.1,Glassdoor,Active,8/19/17,,N/A
1110029623,"Manchester, Robyn",8/25/76,Female,US Citizen,White,MA,2324,Married,Production,Webster Butler,Production Technician II,0,N/A,23,Vendor Referral,Active,5/11/20,,N/A
1304055986,"Mancuso, Karen",12/10/86,Female,US Citizen,Hispanic,MA,2176,Married,Production,Amy Dunn,Production Technician II,0,N/A,23,Newspager/Magazine,Voluntarily Terminated,7/5/15,8/19/15,Another Position / Career Change
1406067957,"McCarthy, Brigit",5/21/87,Female,US Citizen,White,MA,2149,Single,Production,Ketsia Liebig,Production Technician II,0,N/A,26,Newspager/Magazine,Active,3/30/19,,N/A
1205033439,"Miller, Ned",6/29/85,Male,US Citizen,White,MA,2472,Single,Production,Brannon Miller,Production Technician II,1,Performance Improvement Plan,25,MBTA ads,Voluntarily Terminated,8/15/15,9/4/18,Unhappy
1404066711,"Monkfish, Erasumus",8/17/92,Male,US Citizen,White,MA,1450,Married,Production,David Stanley,Production Technician II,3,Fully Meets,27,Professional Society,Active,11/7/15,,N/A
1001103149,"Monterro, Luisa",4/24/70,Female,US Citizen,African American,MA,2126,Single,Production,Kissy Sullivan,Production Technician II,5,Exceptional,25,Billboard,Active,5/13/17,,N/A
1408069503,"Moran, Patrick",12/3/76,Male,US Citizen,Hispanic,MA,2127,Single,Production,Kelley Spirea,Production Technician II,3,Fully Meets,26,Diversity Job Fair,Leave of Absence,1/9/16,,N/A
1301052436,"Moumanil, Maliki",12/1/74,Male,US Citizen,African American,MA,1460,Separated,Production,Michael Albert,Production Technician II,3,Fully Meets,29,On-campus Recruiting,Active,5/13/17,,N/A
1104025435,"Nowlan, Kristie",11/23/85,Female,US Citizen,White,MA,1040,Single,Production,Elijiah Gray,Production Technician II,3,Fully Meets,26.39,Glassdoor,Active,11/10/18,,N/A
1001856521,"Oliver, Brooke",2/11/52,Female,US Citizen,Asian,MA,2492,Married,Production,Webster Butler,Production Technician II,3,Fully Meets,25,Newspager/Magazine,Voluntarily Terminated,5/14/16,8/19/17,Unhappy
1202031821,"Pelletier, Ermine",7/18/89,Female,US Citizen,Asian,MA,2472,Married,Production,Amy Dunn,Production Technician II,0,N/A,28,Monster.com,Voluntarily Terminated,7/5/15,9/15/15,Unhappy
1411071406,"Peters, Lauren",8/17/86,Female,US Citizen,White,MA,1886,Married,Production,Ketsia Liebig,Production Technician II,4,Exceeds,29,Pay Per Click - Google,Voluntarily Terminated,5/16/15,2/4/16,More Money
1103024843,"Petingill, Shana",3/10/79,Female,Eligible NonCitizen,Asian,MA,2050,Married,Production,Brannon Miller,Production Technician II,3,Fully Meets,26,MBTA ads,Active,4/2/16,,N/A
1402065340,"Roberson, May",9/5/81,Female,Eligible NonCitizen,White,MA,1902,Divorced,Production,David Stanley,Production Technician II,0,N/A,26,Search Engine - Google Bing Yahoo,Voluntarily Terminated,9/26/15,10/22/15,Return to School
1499902991,"Robertson, Peter",7/3/72,Male,US Citizen,White,MA,2138,Married,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,22,Glassdoor,Voluntarily Terminated,7/5/15,2/8/16,Another Position / Career Change
1106026462,"Sahoo, Adil",4/26/86,Male,US Citizen,White,MA,2062,Married,Production,Kelley Spirea,Production Technician II,3,Fully Meets,29,Monster.com,Active,8/30/14,,N/A
1012023103,"Sloan, Constance",11/25/87,Female,US Citizen,White,MA,1851,Single,Production,Michael Albert,Production Technician II,3,Fully Meets,23,Monster.com,Voluntarily Terminated,10/26/13,4/8/19,No Return after Maternity Leave
1001970770,"Smith, Joe",10/30/63,Male,US Citizen,White,MA,2045,Single,Production,Elijiah Gray,Production Technician II,4,Exceeds,22,Pay Per Click - Google,Active,9/29/18,,N/A
1406068345,"Tejeda, Lenora",5/24/53,Female,US Citizen,White,MA,2129,Married,Production,Elijiah Gray,Production Technician II,3,Fully Meets,28.75,Search Engine - Google Bing Yahoo,Voluntarily Terminated,5/16/15,7/8/16,Another Position / Career Change
1011022777,"Thibaud, Kenneth",9/16/75,Male,US Citizen,White,MA,2472,Widowed,Production,Webster Butler,Production Technician II,3,Fully Meets,23,Pay Per Click - Google,Voluntarily Terminated,6/25/11,8/30/14,Military
1107027551,"Trzeciak, Cybil",3/15/85,Female,US Citizen,White,MA,1778,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,22,Vendor Referral,Voluntarily Terminated,1/10/15,7/2/16,Unhappy
1011022818,"Walker, Roger",2/10/76,Male,US Citizen,African American,MA,2459,Single,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,22,Employee Referral,Active,8/18/18,,N/A
1405067188,"Winthrop, Jordan",11/7/58,Male,US Citizen,White,MA,2045,Single,Production,Brannon Miller,Production Technician II,4,Exceeds,29,Professional Society,Voluntarily Terminated,1/7/17,2/21/20,Retire
1205033180,"Wolk, Hang  T",4/20/85,Female,US Citizen,White,MA,2302,Single,Production,David Stanley,Production Technician II,3,Fully Meets,22,Newspager/Magazine,Active,9/29/18,,N/A
1012023010,"Woodson, Jason",5/11/85,Male,US Citizen,White,MA,1810,Single,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,24.25,Vendor Referral,Active,7/7/18,,N/A
1504073313,"Buck, Edward",7/7/75,Male,US Citizen,White,MA,2330,Married,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Employee Referral,Active,9/29/18,,N/A
1504073368,"Bunbury, Jessica",6/1/64,Female,Eligible NonCitizen,African American,VA,21851,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Social Networks - Facebook Twitter etc,Voluntarily Terminated,8/15/15,8/2/18,Another Position / Career Change
1403065721,"Carter, Michelle",5/15/63,Female,US Citizen,White,VT,5664,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Billboard,Active,8/18/18,,N/A
1409070567,"Costa, Latia",11/8/88,Female,US Citizen,White,CA,90007,Single,Sales,Lynn Daneault,Area Sales Manager,4,Exceeds,55,Other,Active,1/10/15,,N/A
1408069481,"Dietrich, Jenna",5/14/87,Female,US Citizen,White,WA,98052,Single,Sales,John Smith,Area Sales Manager,1,Performance Improvement Plan,55,Website Banner Ads,Active,2/20/16,,N/A
1306059197,"Digitale, Alfred",9/14/88,Male,US Citizen,Hispanic,NH,3062,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Pay Per Click - Google,Active,8/18/18,,N/A
1411071302,"Fraval, Maruk",8/28/63,Male,US Citizen,African American,CT,6050,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,9/6/15,,N/A
1204032843,"Friedman, Gerry",2/24/69,Male,US Citizen,Hispanic,NY,10171,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Diversity Job Fair,Active,3/7/15,,N/A
1302053046,"Gill, Whitney",7/10/71,Female,US Citizen,African American,OH,43050,Widowed,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Monster.com,Terminated for Cause,7/7/18,9/5/19,Attitude
1203032099,"Givens, Myriam",9/22/89,Female,US Citizen,White,IN,46204,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2/16/19,,N/A
1411071481,"Gonzales, Ricardo",10/12/54,Male,US Citizen,White,ID,83706,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Monster.com,Active,5/12/18,,N/A
